小区,户型,面积,价格,单价,朝向,位置,地铁
金地自在城,2室2厅1厨2卫,79.39㎡,285,35899元/平米,南,西湖 三墩 ,近地铁2号线金家渡站
蓝桥名苑,2室2厅1厨1卫,77.82㎡,222,28528元/平米,南,江干 九堡 ,近1号线(临平-湘湖)客运中心站
名乐花苑,3室2厅1厨2卫,140㎡,260,18572元/平米,南 北,萧山 萧山开发区 ,
贝利栖溪公馆,3室2厅1厨1卫,107㎡,240,22430元/平米,南,余杭 塘栖 ,
嘉凯城名城博园,4室2厅1厨2卫,160.75㎡,380,23640元/平米,东 东南 南 北,余杭 勾庄 ,
华盛星洲翠谷,3室2厅1厨1卫,113㎡,221,19558元/平米,南 北,余杭 小和山 ,
中国铁建保利像素,3室1厅1厨2卫,89.07㎡,225,25262元/平米,南,钱塘新区 大学城北 ,
万科良渚文化村未来城,3室2厅1厨1卫,85.98㎡,299.8,34869元/平米,南,余杭 良渚 ,近地铁2号线杜甫村站
众安理想湾,3室1厅1厨2卫,112.28㎡,210,18704元/平米,南,余杭 临平 ,
至高钱塘一品,3室1厅1厨1卫,89㎡,200,22472元/平米,南,钱塘新区 大江东 ,
绿城紫桂公寓,3室2厅1厨1卫,83㎡,190,22892元/平米,南,余杭 星桥 ,
北庙北弄,2室2厅1厨1卫,79.84㎡,149,18663元/平米,南,余杭 临平 ,
上实海上海,3室2厅1厨2卫,112.71㎡,338,29989元/平米,东南,余杭 良渚 ,近地铁2号线白洋站
春色满园,3室2厅1厨1卫,89.91㎡,138,15349元/平米,南,余杭 仁和 ,
潮闻天下,3室2厅1厨2卫,88.44㎡,163,18431元/平米,南,钱塘新区 大江东 ,
三水一生,4室2厅1厨2卫,166.44㎡,323,19407元/平米,南,萧山 义桥 ,
五月花城,3室2厅1厨2卫,138.27㎡,260,18804元/平米,南,余杭 星桥 ,
东厦东港花苑,2室1厅1厨1卫,77.16㎡,171,22162元/平米,南 北,余杭 临平 ,
滨江万家名城,4室2厅1厨2卫,138.96㎡,535,38501元/平米,南 北,余杭 万达广场 ,
小河佳苑,2室1厅1厨1卫,63.19㎡,208,32917元/平米,南 北,拱墅 和睦 ,
良渚文化村七贤郡,3室2厅1厨1卫,88.13㎡,220,24964元/平米,南,余杭 良渚 ,
潮闻天下,3室2厅1厨2卫,93.75㎡,155,16534元/平米,南,钱塘新区 大江东 ,
雍荣华庭,3室2厅1厨2卫,89㎡,460,51686元/平米,南,拱墅 申花 ,
香樟公寓,3室1厅1厨1卫,93.82㎡,408,43488元/平米,南,西湖 文三西路 ,近地铁2号线丰潭路站
金隅观澜时代朗轩,3室2厅1厨1卫,88.3㎡,248,28087元/平米,南,钱塘新区 沿江南 ,
塘栖一小区,3室1厅1厨1卫,80.22㎡,125,15583元/平米,南,余杭 塘栖 ,
凯文和平雅苑,3室2厅1厨1卫,110.64㎡,205,18529元/平米,南 北,余杭 仁和 ,
逸居城,3室2厅1厨1卫,88.73㎡,215,24231元/平米,南,余杭 勾庄 ,
众安景海湾,3室1厅1厨2卫,138㎡,280,20290元/平米,南,萧山 萧山开发区 ,
广厦天都城天熙公馆,4室2厅1厨2卫,194.88㎡,345,17704元/平米,南,余杭 星桥 ,
宋都东郡国际,3室2厅1厨1卫,88.07㎡,220,24981元/平米,南,钱塘新区 大学城北 ,
东海闲湖城,3室2厅1厨2卫,92.31㎡,215,23292元/平米,南,余杭 闲林 ,
阳光城翡丽湾,3室2厅1厨2卫,89.36㎡,290,32453元/平米,南,江干 丁桥 ,
龙湖滟澜山澜轩,2室2厅1厨1卫,81.66㎡,310,37963元/平米,东,钱塘新区 金沙湖 ,近1号线(下沙江滨-湘湖)金沙湖站
锦尚唐宁郡,3室2厅1厨2卫,112㎡,180,16072元/平米,南 北,临安 临安 ,
湘湖家园,2室2厅1厨1卫,82.26㎡,255,31000元/平米,南,萧山 湘湖 ,近1号线(临平-湘湖)湘湖站
三水一生,3室2厅1厨2卫,141.52㎡,245,17313元/平米,南,萧山 义桥 ,
回澜南园,3室2厅1厨1卫,93.63㎡,243,25954元/平米,北 南,萧山 萧山市区 ,
茗香庭,3室2厅1厨2卫,119.9㎡,170,14179元/平米,南,萧山 萧山开发区 ,
新安园,3室2厅1厨1卫,86.28㎡,260,30135元/平米,南,萧山 萧山市区 ,近地铁2号线人民广场站
金域兰庭,2室2厅1厨1卫,86.77㎡,210,24202元/平米,南,萧山 义桥 ,
众安景海湾,3室2厅1厨2卫,138.53㎡,310,22378元/平米,南,萧山 萧山开发区 ,
百家乐西园,3室2厅1厨1卫,76.93㎡,365,47446元/平米,南,余杭 西溪 ,
南湖明筑花苑,3室2厅1厨2卫,145.3㎡,320,22024元/平米,南 北,余杭 未来科技城 ,
绿都四季华庭,3室2厅1厨2卫,86.33㎡,270,31276元/平米,南,萧山 南部卧城 ,
三里家园一区,3室1厅1厨1卫,77.24㎡,278,35992元/平米,南,下城 三里亭 ,
宝亿御景园,3室2厅1厨1卫,91.39㎡,145,15867元/平米,东 南 北,临安 临安 ,
望江新园一园,2室1厅1厨1卫,87.79㎡,415,47272元/平米,南,上城 望江 ,近1号线(临平-湘湖)婺江路站
德嘉金沙阳光,2室2厅1厨1卫,87.27㎡,238,27272元/平米,南,钱塘新区 金沙湖 ,近1号线(下沙江滨-湘湖)高沙路站
绿都御景蓝湾,3室2厅1厨2卫,89㎡,260,29214元/平米,南,萧山 义桥 ,
水岸青云,4室2厅1厨2卫,146.85㎡,277,18863元/平米,南 北,富阳 富阳 ,
南城景园,3室2厅1厨1卫,89㎡,205,23034元/平米,南,萧山 南部卧城 ,
世茂江滨商业中心,1室1厅1厨1卫,47㎡,70,14894元/平米,南,钱塘新区 沿江南 ,近1号线(下沙江滨-湘湖)下沙江滨站
世茂之西湖,1室1厅1厨1卫,47㎡,130,27660元/平米,南,滨江 彩虹城 ,近地铁4号线联庄站
青山鹤岭,1室1厅1厨1卫,31.7㎡,54,17035元/平米,西,临安 临安 ,
华元十六街区,1室1厅1厨1卫,44.1㎡,59,13379元/平米,北,钱塘新区 高教园区西 ,近1号线(下沙江滨-湘湖)文泽路站
华元西溪欢乐城,2室2厅1厨1卫,34.59㎡,67,19370元/平米,北,余杭 翡翠城 ,
和达城,1室1厅1厨1卫,50.07㎡,92,18375元/平米,南,钱塘新区 高教园区西 ,
保俶路,2室1厅1厨1卫,54.73㎡,310,56642元/平米,南,西湖 黄龙 ,近地铁2号线武林门站
人和家园,1室1厅1厨1卫,44.18㎡,125,28294元/平米,南,西湖 留下 ,
裕园公寓,1室1厅1厨1卫,37.92㎡,110,29009元/平米,南,钱塘新区 高教园区西 ,近1号线(下沙江滨-湘湖)文泽路站
万科海上明月,3室2厅1厨2卫,106㎡,450,42453元/平米,南,萧山 萧山新城区 ,
新华坊社区,2室1厅1厨1卫,61.73㎡,255,41309元/平米,南,下城 丝绸城 ,近地铁2号线建国北路站
城北新村,2室1厅1厨1卫,56.84㎡,175,30789元/平米,南 北,萧山 萧山市区 ,
龙湖春江郦城,3室1厅1厨1卫,89㎡,595,66854元/平米,南 北 西,滨江 滨江区政府 ,
卓越蔚蓝领秀一期,3室2厅1厨1卫,89㎡,260,29214元/平米,东南,江干 丁桥 ,
星运丽园兰逸,2室1厅1厨1卫,77.93㎡,175,22457元/平米,南,余杭 星桥 ,
中豪七格,2室1厅1厨1卫,43.79㎡,90,20553元/平米,南,钱塘新区 工业园南 ,
金沙国际,2室1厅1厨1卫,58㎡,86,14828元/平米,南,钱塘新区 金沙湖 ,
越秀星汇城,2室2厅1厨1卫,77㎡,129,16754元/平米,南,临安 临安 ,
众安嘉润公馆,1室1厅1厨1卫,62.11㎡,160,25761元/平米,北,萧山 奥体 ,
宜家时代,2室1厅1厨1卫,63㎡,112,17778元/平米,南,拱墅 桥西 ,
沁雅花园,3室1厅1厨0卫,100.16㎡,425,42433元/平米,南,西湖 文三西路 ,近地铁2号线丰潭路站
青山鹤岭,2室2厅1厨1卫,71.27㎡,130,18241元/平米,南,临安 临安 ,
金地广场,2室2厅1厨1卫,44.1㎡,120,27211元/平米,南 西南,余杭 三墩 ,近地铁2号线金家渡站
越秀星汇城,2室2厅1厨1卫,82.72㎡,144,17409元/平米,南,临安 临安 ,
南大街,2室1厅1厨1卫,68.42㎡,115,16808元/平米,南,余杭 临平 ,
耀江文鼎苑,2室1厅1厨1卫,88.56㎡,630,71139元/平米,南 北,西湖 申花 ,近地铁2号线三坝站
凯丽晶座,2室2厅1厨1卫,90㎡,240,26667元/平米,南,萧山 萧山开发区 ,
桃源春居,2室1厅1厨1卫,67.04㎡,230,34308元/平米,南,西湖 嘉绿 ,
东冠逸景花苑,2室1厅1厨1卫,61.44㎡,135,21973元/平米,东南,余杭 乔司 ,近1号线(临平-湘湖)乔司站
白马湖小区白鹤苑,2室2厅1厨1卫,83㎡,250,30121元/平米,南,滨江 白马湖 ,
绿城蓝庭东区,2室1厅1厨1卫,91.8㎡,210,22876元/平米,南,余杭 临平 ,
之江九里,2室2厅1厨1卫,82.51㎡,359.5,43571元/平米,南,西湖 之江 ,
近江家园九园,2室1厅1厨1卫,60.42㎡,328,54287元/平米,南,上城 近江 ,近1号线(临平-湘湖)近江站
盛世嘉园,2室2厅1厨1卫,87.87㎡,185,21054元/平米,北,余杭 闲林 ,
观巷,2室1厅1厨1卫,53.39㎡,295,55254元/平米,南,下城 众安桥 ,
浙新小区,2室2厅1厨1卫,85㎡,299,35177元/平米,南,滨江 浦沿 ,近地铁4号线杨家墩站
中沙东岸嘉园三区,2室1厅1厨1卫,58㎡,215,37069元/平米,南 北,钱塘新区 金沙湖 ,近1号线(下沙江滨-湘湖)金沙湖站
得力名望府,2室2厅1厨1卫,59.5㎡,180,30253元/平米,南,萧山 萧山开发区 ,
世茂江滨商业中心,2室1厅1厨1卫,101㎡,138,13664元/平米,东南,钱塘新区 沿江南 ,近1号线(下沙江滨-湘湖)下沙江滨站
方正荷塘月色,3室1厅1厨1卫,89.71㎡,333,37120元/平米,南,拱墅 万达广场 ,
东清巷,1室1厅1厨1卫,28.43㎡,135,47486元/平米,南,下城 长庆 ,近地铁2号线建国北路站
名门天第,1室0厅1厨1卫,33.36㎡,70,20984元/平米,北,余杭 临平 ,
文苑风情,1室1厅1厨1卫,42.8㎡,128,29907元/平米,西北,钱塘新区 高教园区西 ,近1号线(下沙江滨-湘湖)文泽路站
万科未来城二期,3室2厅1厨1卫,84.4㎡,278,32939元/平米,南 北,余杭 良渚 ,
新城红郡,3室2厅1厨1卫,89.03㎡,215,24150元/平米,南,江干 丁桥 ,
德信君宸,3室2厅1厨2卫,88.45㎡,345,39006元/平米,南,萧山 萧山新城区 ,
东新园雪峰苑,2室1厅1厨1卫,62.98㎡,230,36520元/平米,南,下城 三塘 ,
盛泰时代山,1室1厅1厨1卫,46㎡,78,16957元/平米,北,钱塘新区 高教园区西 ,
广宇西城年华,3室2厅1厨2卫,128.87㎡,620,48111元/平米,南,西湖 申花 ,近地铁2号线虾龙圩站
都市港湾,1室1厅1厨1卫,43.43㎡,88,20263元/平米,东,余杭 临平 ,
金岸提香,2室2厅1厨1卫,67.65㎡,173,25573元/平米,南,余杭 闲林 ,
盛泰名都中心,1室1厅1厨1卫,36.17㎡,69,19077元/平米,西,钱塘新区 高教园区西 ,近1号线(下沙江滨-湘湖)文泽路站
新西湖小镇,2室2厅1厨1卫,73.81㎡,150,20323元/平米,南,余杭 闲林 ,
一方大厦,1室1厅1厨1卫,42.49㎡,65,15298元/平米,东,萧山 萧山新城区 ,近地铁2号线建设三路站
紫竹人家,2室2厅1厨1卫,85.49㎡,236,27606元/平米,南,余杭 未来科技城 ,
星光国际公馆,1室1厅1厨1卫,54.42㎡,115,21132元/平米,北,滨江 滨江区政府 ,近1号线(临平-湘湖)江陵路站
星运丽园,1室0厅1厨1卫,50.64㎡,95,18760元/平米,南,余杭 星桥 ,
德胜新村,1室1厅1厨1卫,40.43㎡,147,36360元/平米,南,拱墅 德胜 ,
天阳购物广场,1室1厅1厨1卫,48㎡,68,14167元/平米,南,临安 临安 ,
观巷,1室0厅1厨1卫,25.77㎡,160,62088元/平米,南,下城 众安桥 ,
青枫墅园,3室2厅1厨1卫,89.09㎡,298,33450元/平米,南 北,余杭 闲林 ,
景芳五区,1室1厅1厨1卫,37.61㎡,171,45467元/平米,南,江干 景芳 ,近地铁4号线景芳站
华元欢乐城,1室0厅1厨1卫,30㎡,47,15667元/平米,东,余杭 临平 ,近1号线(临平-湘湖)南苑站
湖山帝景湾南苑,3室1厅1厨1卫,89㎡,205,23034元/平米,南 北,余杭 未来科技城 ,
秋涛南苑,2室1厅1厨1卫,56.1㎡,288,51337元/平米,南,上城 南星 ,近地铁4号线南星桥站
大关东九苑,3室1厅1厨1卫,70.64㎡,245,34683元/平米,南 北,拱墅 大关 ,
望江新园二园,2室2厅1厨1卫,98.93㎡,410,41444元/平米,南,上城 望江 ,近1号线(临平-湘湖)婺江路站
保亿风景晨园,3室2厅1厨1卫,86.76㎡,220,25358元/平米,南,余杭 乔司 ,近1号线(临平-湘湖)翁梅站
向江来时代中心,2室2厅1厨2卫,53.45㎡,168,31432元/平米,南,江干 景芳 ,
物华小区,2室2厅1厨1卫,70.75㎡,280,39576元/平米,南,西湖 嘉绿 ,
马市街,2室2厅1厨1卫,31.65㎡,179,56557元/平米,南 北,上城 清泰 ,
天鸿君邑,2室2厅1厨1卫,84.75㎡,340,40118元/平米,南,滨江 浦沿 ,近地铁4号线中医药大学站
恒厚阳光城,2室2厅1厨1卫,88.14㎡,205,23259元/平米,南,余杭 闲林 ,
遥祥寺巷,1室1厅1厨1卫,34.33㎡,138,40199元/平米,南,下城 长庆 ,近地铁2号线建国北路站
树园,2室1厅1厨1卫,47.27㎡,175,37022元/平米,南,下城 建国北路 ,近地铁2号线建国北路站
景瑞御蓝湾,3室2厅1厨1卫,89㎡,242,27192元/平米,东南 北,余杭 未来科技城 ,
复兴南苑,1室1厅1厨1卫,33.91㎡,150,44235元/平米,南,上城 复兴 ,近地铁4号线复兴路站
彩虹城,2室2厅1厨1卫,91.11㎡,435,47745元/平米,南,滨江 彩虹城 ,近地铁4号线联庄站
南城景园,2室2厅1厨1卫,81.29㎡,175,21528元/平米,南 北,萧山 南部卧城 ,
亿丰蔚蓝郡,3室2厅1厨1卫,87.76㎡,245,27918元/平米,南,余杭 良渚 ,近地铁2号线杜甫村站
中尚橄榄树花园（南区）,3室2厅1厨1卫,90.3㎡,195,21595元/平米,南,余杭 崇贤 ,
观澜时代云邸苑,2室2厅1厨2卫,84.18㎡,210,24947元/平米,东南,钱塘新区 沿江南 ,
观巷,2室1厅1厨1卫,62.28㎡,330,52987元/平米,南 北,下城 众安桥 ,
江南铭庭,2室2厅1厨1卫,88.38㎡,305,34511元/平米,南,滨江 白马湖 ,
恒基旭辉府,3室2厅1厨1卫,89.1㎡,215,24131元/平米,南,余杭 崇贤 ,
万家花城一期,3室2厅1厨1卫,89.65㎡,448,49973元/平米,南,拱墅 申花 ,
九莲新村,2室2厅1厨1卫,60.62㎡,258,42561元/平米,南,西湖 九莲 ,近地铁2号线学院路站
金牛坊,2室1厅1厨1卫,73.66㎡,338,45887元/平米,北,江干 采荷 ,近地铁2号线庆菱路站
九曲营小区,2室1厅1厨1卫,70.64㎡,130,18404元/平米,南,余杭 临平 ,
景芳三区,2室1厅1厨1卫,56.2㎡,237,42171元/平米,南,江干 景芳 ,近地铁4号线景芳站
东方水岚佳苑,2室1厅1厨1卫,58.76㎡,165,28081元/平米,南,钱塘新区 工业园北 ,
超级星期天,2室1厅1厨1卫,67.26㎡,214,31817元/平米,南,滨江 浦沿 ,
东方水岚佳苑,2室1厅1厨1卫,58.49㎡,168,28723元/平米,南,钱塘新区 工业园北 ,
流水东苑,2室1厅1厨1卫,60.63㎡,230,37936元/平米,南,下城 流水苑 ,近1号线(临平-湘湖)打铁关站
良渚文化村白鹭郡东,2室2厅1厨1卫,86.86㎡,235,27056元/平米,南,余杭 良渚 ,
采荷小区玉荷邨,2室1厅1厨1卫,58.77㎡,325,55301元/平米,南,江干 采荷 ,近地铁2号线庆菱路站
湖墅新村,2室1厅1厨1卫,48.56㎡,200,41187元/平米,南 北,拱墅 信义坊 ,
中尚橄榄树花园（南区）,2室2厅1厨1卫,90㎡,198,22000元/平米,南,余杭 崇贤 ,
龙湖滟澜山丽轩一期,2室1厅1厨1卫,79.14㎡,305,38540元/平米,南 北,钱塘新区 金沙湖 ,近1号线(下沙江滨-湘湖)金沙湖站
近江家园八园,1室1厅1厨1卫,46.61㎡,260,55783元/平米,南,上城 近江 ,近1号线(临平-湘湖)近江站
钱塘梧桐蓝山,2室2厅1厨1卫,86.9㎡,210,24166元/平米,南 北,余杭 临平 ,
德信东望,2室1厅1厨1卫,73.89㎡,335,45338元/平米,南,江干 城东新城 ,近1号线(临平-湘湖)彭埠站
西溪路536号,2室1厅1厨1卫,56.81㎡,220,38726元/平米,南,西湖 古荡 ,
东湖中路175号,2室1厅1厨1卫,63㎡,138,21905元/平米,南,余杭 临平 ,
翠苑三区,2室1厅1厨1卫,50.38㎡,218,43272元/平米,南,西湖 翠苑 ,近地铁2号线古翠路站
临江花园,2室2厅1厨1卫,82㎡,330,40244元/平米,南 北,滨江 彩虹城 ,近地铁4号线联庄站
万科西庐一期,3室2厅1厨1卫,89.24㎡,515,57710元/平米,南,西湖 西溪 ,
新元金沙家园,2室1厅1厨1卫,57.79㎡,215,37204元/平米,南,钱塘新区 金沙湖 ,近1号线(下沙江滨-湘湖)高沙路站
北干一苑,2室1厅1厨1卫,61.7㎡,195,31605元/平米,南 北,萧山 萧山市区 ,近地铁2号线杭发厂站
大学路新村,2室1厅1厨1卫,56.42㎡,243,43070元/平米,南,上城 潮鸣 ,
康乐新村,2室1厅1厨1卫,65.15㎡,268,41136元/平米,南,西湖 文三西路 ,
金成花园,2室1厅1厨1卫,51.96㎡,305,58699元/平米,南,西湖 文一西路 ,近地铁2号线丰潭路站
万宝城,2室1厅1厨1卫,34㎡,55,16177元/平米,南,余杭 临平 ,
越秀星汇城,3室2厅1厨2卫,89.63㎡,150,16736元/平米,南,临安 临安 ,
碧桂园珑悦,3室2厅1厨2卫,120.3㎡,568,47216元/平米,南,萧山 钱江世纪城 ,
太阳国际公寓,1室1厅1厨1卫,55.64㎡,270,48527元/平米,南,滨江 彩虹城 ,
众安学君里,3室2厅1厨1卫,89.9㎡,197,21914元/平米,南,余杭 闲林 ,
杉杉恒和依山郡,1室1厅1厨1卫,57㎡,65,11404元/平米,南,余杭 未来科技城 ,
众安学君里,3室2厅1厨1卫,89.56㎡,196,21885元/平米,南 北,余杭 闲林 ,
华元天鹅堡,1室1厅1厨1卫,58.48㎡,120,20520元/平米,北,西湖 文三西路 ,
天阳文晖,4室2厅1厨2卫,126.38㎡,500,39564元/平米,南 北,江干 火车东站 ,
北银公寓,1室0厅1厨1卫,39㎡,110,28206元/平米,南,钱塘新区 高教园区西 ,近1号线(下沙江滨-湘湖)文泽路站
万科未来城二期,3室1厅1厨1卫,85.8㎡,285,33217元/平米,南,余杭 良渚 ,
万科杭宸,3室1厅1厨2卫,89.31㎡,335,37510元/平米,南,余杭 勾庄 ,
佳兆业玖珑山,3室2厅1厨2卫,129.48㎡,369,28499元/平米,南,西湖 转塘 ,
中天之江诚品,3室2厅1厨1卫,88.74㎡,360,40568元/平米,南,西湖 转塘 ,
龙湖滟澜星座,1室1厅1厨1卫,53.43㎡,126,23583元/平米,南,钱塘新区 金沙湖 ,近1号线(下沙江滨-湘湖)金沙湖站
星光国际公馆,1室1厅1厨1卫,53.95㎡,115,21317元/平米,东,滨江 滨江区政府 ,近1号线(临平-湘湖)江陵路站
绿都百瑞广场,1室1厅1厨1卫,29.98㎡,55,18346元/平米,西,萧山 萧山新城区 ,近地铁2号线建设三路站
三墩景溪北苑,2室2厅1厨1卫,61.19㎡,160,26149元/平米,南,西湖 良渚 ,
欣北钱江国际广场,1室1厅1厨1卫,48㎡,40,8334元/平米,南,余杭 塘栖 ,
江南明城金座,1室1厅1厨1卫,40.41㎡,90,22272元/平米,西,萧山 钱江世纪城 ,近地铁2号线振宁路站
蓝色港湾,3室2厅1厨2卫,91.35㎡,158,17297元/平米,南,钱塘新区 大江东 ,
东裕华庭,3室2厅1厨1卫,89.72㎡,125,13933元/平米,南 北,钱塘新区 大江东 ,
景瑞御蓝湾,3室2厅1厨1卫,88.42㎡,217,24542元/平米,南,余杭 未来科技城 ,
吉庆院,2室1厅1厨1卫,57.71㎡,210,36389元/平米,南,拱墅 拱宸桥 ,
瑞立中央花城,2室2厅1厨1卫,82.4㎡,425,51578元/平米,南,滨江 滨江区政府 ,近1号线(临平-湘湖)滨和路站
黄醋园,1室1厅1厨1卫,42.73㎡,175,40955元/平米,南,上城 清泰 ,
崇化住宅区,2室1厅1厨1卫,55.63㎡,140,25167元/平米,南,萧山 萧山市区 ,
重汽嘉泽苑,2室2厅1厨1卫,90.58㎡,172,18989元/平米,南,萧山 大江东 ,
桂花城,2室2厅1厨1卫,90.07㎡,540,59954元/平米,南,西湖 文一西路 ,近地铁2号线文新站
亲亲家园四期,2室2厅1厨1卫,85.63㎡,280,32699元/平米,南,余杭 三墩 ,近地铁2号线墩祥街站
亿丰蔚蓝郡,2室2厅1厨1卫,87.08㎡,260,29858元/平米,南,余杭 良渚 ,近地铁2号线杜甫村站
德胜新村,2室1厅1厨1卫,48.1㎡,175,36383元/平米,南,拱墅 德胜 ,
河畔新村,2室2厅1厨1卫,59.77㎡,152,25431元/平米,南,余杭 临平 ,近1号线(临平-湘湖)临平站
东海柠檬郡,2室1厅1厨1卫,83.02㎡,265,31921元/平米,南,钱塘新区 工业园南 ,
新城红郡,2室1厅1厨1卫,76.56㎡,206,26908元/平米,南,江干 丁桥 ,
里横河社区,2室1厅1厨1卫,58.1㎡,168,28916元/平米,南,萧山 萧山市区 ,近地铁2号线杭发厂站
金龙大厦,1室1厅1厨1卫,42.02㎡,115,27368元/平米,北,滨江 滨江区政府 ,
花城名苑,3室2厅1厨1卫,102.15㎡,233,22810元/平米,南,萧山 萧山开发区 ,
美致生活广场,3室2厅1厨3卫,54.19㎡,103,19008元/平米,南,余杭 塘栖 ,
铭和苑柳翠坊,2室2厅1厨1卫,91.59㎡,248,27078元/平米,南,钱塘新区 金沙湖 ,近1号线(下沙江滨-湘湖)高沙路站
